dataset_version,run_id,seed,model,featureset,calibration_method,n_train,n_test,cv_folds,calibrator_training_strategy,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,brier_mean,brier_std,calibration_slope_mean,calibration_slope_std,calibration_intercept_mean,calibration_intercept_std,uncalibrated_roc_auc_mean,uncalibrated_pr_auc_mean,uncalibrated_brier_mean,uncalibrated_calibration_slope_mean,uncalibrated_calibration_intercept_mean,calibrated_roc_auc_mean,calibrated_pr_auc_mean,calibrated_brier_mean,calibrated_calibration_slope_mean,calibrated_calibration_intercept_mean,uncalibrated_roc_auc_std,uncalibrated_pr_auc_std,uncalibrated_brier_std,uncalibrated_calibration_slope_std,uncalibrated_calibration_intercept_std,calibrated_roc_auc_std,calibrated_pr_auc_std,calibrated_brier_std,calibrated_calibration_slope_std,calibrated_calibration_intercept_std
yrbs_2023_modeling_v1,week04_models_v1_seed2026_logreg_baseline_none,2026,logreg,baseline,none,15890,15890,5,none,0.6510140720460502,0.010724081362948187,0.534537407509851,0.013424229165854989,0.23242431659753632,0.0029838548360477304,0.981692995309514,0.08538713834743163,-0.37166277265130904,0.012960712426491008,0.6510140720460502,0.534537407509851,0.23242431659753632,0.981692995309514,-0.37166277265130904,0.6510140720460502,0.534537407509851,0.23242431659753632,0.981692995309514,-0.37166277265130904,0.010724081362948187,0.013424229165854989,0.0029838548360477304,0.08538713834743163,0.012960712426491008,0.010724081362948187,0.013424229165854989,0.0029838548360477304,0.08538713834743163,0.012960712426491008
