split_scope,seed,model,featureset,calibration_method,n_train,cv_folds,roc_auc,pr_auc,brier,calibration_slope,calibration_intercept,roc_auc_std,pr_auc_std,brier_std,calibration_slope_std,calibration_intercept_std
cv_mean,2026,logreg,full,none,15890,5,0.7179257281559301,0.63724042807833,0.2127218736838213,0.9860288161423864,-0.3715671662219051,0.0057978524290680745,0.013032463959478095,0.0023719033742398126,0.047373588072471856,0.014587831377536376
