dataset_version,run_id,seed,model,featureset,calibration_method,n_train,n_test,cv_folds,calibrator_training_strategy,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,brier_mean,brier_std,calibration_slope_mean,calibration_slope_std,calibration_intercept_mean,calibration_intercept_std,uncalibrated_roc_auc_mean,uncalibrated_pr_auc_mean,uncalibrated_brier_mean,uncalibrated_calibration_slope_mean,uncalibrated_calibration_intercept_mean,calibrated_roc_auc_mean,calibrated_pr_auc_mean,calibrated_brier_mean,calibrated_calibration_slope_mean,calibrated_calibration_intercept_mean,uncalibrated_roc_auc_std,uncalibrated_pr_auc_std,uncalibrated_brier_std,uncalibrated_calibration_slope_std,uncalibrated_calibration_intercept_std,calibrated_roc_auc_std,calibrated_pr_auc_std,calibrated_brier_std,calibrated_calibration_slope_std,calibrated_calibration_intercept_std
yrbs_2023_modeling_v1,week05_models_v1_seed2026_hgb_baseline_none,2026,hgb,baseline,none,15890,15890,5,none,0.650538032849739,0.01066648573286112,0.53456298084686,0.012163549715575275,0.22515572859874045,0.002333865428731194,1.0476856517876691,0.12821897857056655,0.015911068066157115,0.05526213517504921,0.650538032849739,0.53456298084686,0.22515572859874045,1.0476856517876691,0.015911068066157115,0.650538032849739,0.53456298084686,0.22515572859874045,1.0476856517876691,0.015911068066157115,0.01066648573286112,0.012163549715575275,0.002333865428731194,0.12821897857056655,0.05526213517504921,0.01066648573286112,0.012163549715575275,0.002333865428731194,0.12821897857056655,0.05526213517504921
