metric,mean,lower_95,upper_95,bootstrap_seed,n_boot,sample_scope,stratified
roc_auc,0.7160570232463979,0.6987538490061946,0.7333576504947655,72026,1000,heldout_test_only,True
brier,0.20617800472081335,0.2010620257161218,0.21118107615326945,72026,1000,heldout_test_only,True
calibration_slope,1.0463013851153766,0.9569618849658388,1.1465441168400494,72026,1000,heldout_test_only,True
