split_scope,calibration_method,roc_auc,pr_auc,brier,calibration_slope,calibration_intercept,delta_brier_vs_none,delta_calibration_slope_vs_none,delta_calibration_intercept_vs_none,source_metrics_path
cv_mean,none,0.716003646478123,0.6350462455332839,0.2068507700127101,1.0429686233682742,0.0146919563189076,0.0,0.0,0.0,outputs/metrics/metrics_cv_seed2026_hgb_full_none.csv
cv_mean,platt,0.716003646478123,0.6350462455332839,0.2068176943978667,0.9841608542137056,-0.0056945118499398,-3.307561484339194e-05,-0.058807769154568645,-0.0203864681688474,outputs/metrics/metrics_cv_seed2026_hgb_full_platt.csv
cv_mean,isotonic,0.7149855120349524,0.6196788170024279,0.2069666665735813,0.9491132543331806,-0.022120506653535,0.00011589656087118705,-0.09385536903509362,-0.0368124629724426,outputs/metrics/metrics_cv_seed2026_hgb_full_isotonic.csv
heldout_test,none,0.7160570232463979,0.644072658477789,0.2061780047208133,1.0463013851153766,0.0279777522751759,0.0,0.0,0.0,outputs/metrics/metrics_test_seed2026_hgb_full_none.csv
heldout_test,platt,0.7160570232463979,0.644072658477789,0.2061217551043243,1.005455232979282,0.0143710594487228,-5.624961648900695e-05,-0.04084615213609455,-0.0136066928264531,outputs/metrics/metrics_test_seed2026_hgb_full_platt.csv
heldout_test,isotonic,0.7137381789421402,0.6187888451855103,0.2065464569597501,0.9802547725551848,-0.0006563702343971,0.0003684522389368061,-0.06604661256019184,-0.028634122509573,outputs/metrics/metrics_test_seed2026_hgb_full_isotonic.csv
