seed,roc_auc_mean,pr_auc_mean,brier_mean,slope_mean,n_train,cv_folds,test_split_seed,roc_auc_std_across_seeds,pr_auc_std_across_seeds,brier_std_across_seeds,slope_std_across_seeds
2026,0.716003646478123,0.6350462455332839,0.2068507700127101,1.0429686233682742,15890,5,2026,0.0004201660071413383,0.0011114684623868643,5.0265956252637005e-05,0.004592403409790371
2027,0.716816745097946,0.6365672084128196,0.20675565819861036,1.0494659389287577,15890,5,2026,0.0004201660071413383,0.0011114684623868643,5.0265956252637005e-05,0.004592403409790371
2028,0.7159061007084151,0.633900690736743,0.20681812465391367,1.0391407805558193,15890,5,2026,0.0004201660071413383,0.0011114684623868643,5.0265956252637005e-05,0.004592403409790371
2029,0.7164409800511334,0.6355835945028417,0.2067459090479186,1.0472796323499487,15890,5,2026,0.0004201660071413383,0.0011114684623868643,5.0265956252637005e-05,0.004592403409790371
