model,roc_auc,pr_auc,brier,calibration_slope,calibration_intercept
logreg,0.6498218613586788,0.5474763456057761,0.2319846604654093,0.9871743712006148,-0.3638112133378939
hgb,0.6502001404549629,0.5378715289032241,0.2252240071843262,1.0718307065335446,0.0361233285698599
